"","X","LinearModel"
"1",4.72914181030743,4.47209899058927
"2",5.5057295312299,6.20028477735609
"3",0.290503938759931,0.87751740448951
"4",7.74108891976165,6.66467602963331
"5",2.19160898574962,1.29190552691983
"6",5.03034269064233,7.04635728416031
"7",3.48882761729372,2.96049009266848
"8",5.0748362261183,6.73464049482009
"9",4.03816602357462,2.81413649242251
"10",4.47609337990749,3.99133612271149
"11",4.64314942164278,2.91248716472411
"12",5.70695481770655,6.55193367280333
"13",8.42183751219666,6.83904928419103
"14",7.91233609963826,6.19296239658441
"15",1.93928676246606,2.87116938055232
"16",-0.137442819724906,1.09213311578802
"17",6.34593424639863,5.48139989504522
"18",3.43005128904758,1.62087591806864
"19",2.43613373034081,2.59942921474268
"20",-0.993892536869553,1.46112654976163
"21",-0.467845172370594,1.07057038666951
"22",6.7783235678755,4.57155342594153
"23",0.832625758820835,-0.480080047720469
"24",2.63891172972597,3.57680532234692
"25",4.45751038943424,5.22297452731886
"26",6.90867393565305,8.58539186677221
"27",1.85375477308673,2.17258324140663
"28",3.14265397289819,2.94256757557373
"29",1.79396263439276,2.08836057002996
"30",1.27321735727284,1.38518463457481
"31",3.30821438918596,3.91411518674949
"32",0.266999720787272,0.59889692214592
"33",1.88006504801009,2.2878140721061
"34",8.36989449916693,6.18197771044236
"35",3.32670437860516,3.14923324825657
"36",-0.953765778974441,-1.21047999692123
"37",-2.33066322665115,-2.05970594033388
"38",2.12794074076878,0.648533942749779
"39",2.43673715652082,2.64347684600126
"40",2.47046821697686,4.42867536128625
"41",6.94990997634739,5.36656367182788
"42",2.40969985447944,1.84413980735007
"43",-0.709944966646717,-2.90209734722539
"44",0.0458946172599405,-0.956464465882407
"45",5.09053623185356,5.07501739078154
"46",2.9171597892571,3.57863488388118
"47",-1.66081695678249,-0.709178104735719
"48",-2.97406731124232,-3.17485950193853
"49",3.58639369257351,4.35667011708274
"50",-1.81866668110087,-3.32750579909759
"51",0.0389187171230667,0.926395316611832
"52",0.520743573688786,0.629100946152129
"53",5.27033576020298,3.45118171808101
"54",-1.27521236303476,-1.11905375421043
"55",3.85405051915932,5.41701730088189
"56",3.24998444457975,4.64820743073088
"57",4.39798190823163,2.95580986328507
"58",5.35651070822443,3.56854614821033
"59",0.28350650350605,0.0747489695527351
"60",3.3646795248662,3.39170964921317
"61",4.57496863105198,5.78861948849855
"62",2.92832138132607,1.25346421135865
"63",1.32588872034645,1.40505927995303
"64",5.31667366017956,6.80407476064527
"65",4.92506572444153,3.69529531540579
"66",-2.50155303707804,-2.35950057681339
"67",2.51771427276071,2.84438244882967
"68",1.37508239654361,1.981727507629
"69",0.971969486559748,1.52132114899917
"70",-0.618637587174078,0.795341512311221
"71",3.34544989745417,1.48936629232029
"72",1.15758673356794,1.25323270502887
"73",0.679728542381327,0.522117891130752
"74",1.06355481522995,-0.484963216561906
"75",3.05635209968683,3.57519237958008
"76",-0.470170278093451,-0.933650269572221
"77",3.9828395040878,6.06543837559294
"78",0.839391961584462,2.1296530013324
"79",7.31596835536395,5.54079623352205
"80",6.1059874101835,7.99300503719367
"81",2.61061041478744,2.15333727633385
"82",3.5447808570437,2.68564954340923
"83",1.90585685114248,4.29854250662282
"84",0.552054240368415,-0.379697520005693
"85",5.67080293233787,6.82143611291399
"86",5.1080843878729,5.25448349761543
"87",1.30713688044485,0.515486983990304
"88",1.1761316226371,0.145166264999097
"89",4.20942102671459,4.02047248481662
"90",3.08739666834928,1.69264443052487
"91",2.49832613152931,1.45428180235181
"92",4.69406344183625,6.26228844245213
"93",5.97449308283685,7.60793421020716
"94",8.83018686643123,7.95643337472259
"95",1.70854771229083,1.9856356030019
"96",4.07030415010197,4.61277966661114
"97",4.04901415722348,2.9200783021905
"98",1.53488707804256,3.22435184055056
"99",3.11304928149927,2.50091429799836
"100",1.79752207702119,0.463546814079554
"101",2.60941685075327,3.35666296124188
"102",1.78041747676054,1.59868020678152
"103",4.6100661443255,5.53328835920434
"104",6.12068776281463,7.0674371662228
"105",4.16927296534063,4.79951089547891
"106",4.41464139668315,2.37002909291838
"107",3.13001192999247,4.61467069000063
"108",8.14914498603249,5.5757251434951
"109",1.21977075076256,1.821153558252
"110",2.17099465652378,2.45676044055909
"111",4.14638624717194,4.89787424619157
"112",4.61560163543358,4.75539915853813
"113",0.418092987517763,-0.705331144638799
"114",1.14332606699209,2.24457974931132
"115",2.5637799125206,1.43452464234668
"116",3.12051167115361,1.36954072605996
"117",2.85471037266401,5.32330615811323
"118",4.54193493765122,6.26817945914252
"119",0.60004221377792,0.423587468957782
"120",0.768744275568574,0.760756659082631
"121",2.9906584201422,2.59841381787224
"122",3.84443482750782,5.0316266856511
"123",4.26640185354246,4.05572151221024
"124",4.14269013586475,3.7824409794687
"125",1.044299270089,0.404067570724707
"126",4.61598667853782,5.59233012373947
"127",2.93914343151057,1.76563640956488
"128",3.29238943099576,3.71016349896424
"129",2.96237941246463,3.99112661504533
"130",1.27621206668223,0.514870680115956
"131",7.60734669619652,7.37572565204072
"132",3.93893593186123,2.2952379284993
"133",1.73112815096625,2.30903858602622
"134",3.27835831381065,4.47355143537048
"135",6.04484724507156,7.64514045951326
"136",3.03696124398772,3.18654746848127
"137",-2.52328131103426,-2.48838620334003
"138",2.45368557636162,1.70986715985667
"139",3.512970460673,3.54844168628093
"140",5.45139447299559,4.7184678643434
"141",7.60201527755332,10.0032677430151
"142",0.494505659970267,2.1515650016097
"143",7.90109121633426,7.23819073606289
"144",0.895079821431894,2.95107615627236
"145",4.94089452045173,5.78413957816244
"146",5.35663071160535,6.83164009877247
"147",6.79382736525412,8.96026186411634
"148",3.91606764899563,4.9220445628653
"149",-0.359591159434891,0.0685287120188473
"150",4.95996697449749,4.70852660961712
"151",1.94405815610995,2.80019654429778
"152",3.99695260904364,3.0358971010835
"153",4.79670538324819,3.94980612539816
"154",4.04918441449024,3.97153111710056
"155",-0.602656116708844,-0.090843325323714
"156",3.03839298599735,4.10985191528819
"157",5.39598116804515,6.76617683817678
"158",5.70639427397586,4.95028408028284
"159",-0.198211561443286,0.651801134241268
"160",3.97133480699339,3.03732448269647
"161",4.87530255502222,4.6550507356575
"162",4.01060178615226,2.45852711543421
"163",2.54798701021805,2.10867295728988
"164",5.56682562611952,5.80057880422846
"165",7.63111537040554,7.70816241423763
"166",-1.20060152319166,-2.52654117545059
"167",3.24085017677246,2.45730081246171
"168",6.88762497964296,9.10601635078897
"169",0.280540492732305,0.218891461537517
"170",1.88307139350981,1.48758021216101
"171",0.302061313567392,0.0826693941245034
"172",7.44659601869044,8.21288762901884
"173",5.96448322669591,5.63801432588538
"174",-3.80576831100187,-5.24496733814878
"175",7.21231113580102,5.8702990767023
"176",-1.45678821638374,-0.844513377669591
"177",1.17675724265859,1.02566926126615
"178",0.769719602167069,2.44585839458308
"179",6.37559789323464,7.23675287810475
"180",-0.601665167859139,0.0155638027157184
"181",1.45314836153611,1.14018870234193
"182",5.20497190023597,3.57321337854812
"183",-1.32750997096983,-0.0203299550869864
"184",1.48306464259926,2.63617263665033
"185",5.16872954340591,4.6328035536718
"186",-2.72255363596151,-0.636139636834088
"187",-0.384993512483341,-0.193766980403503
"188",0.232992542589051,-0.65242632210248
"189",1.9111255423585,2.26606844969671
"190",1.69013796367324,0.68812816876294
"191",-0.682963647247893,-1.81941383696802
"192",4.88498075397877,4.1881874923471
"193",5.4257339276474,2.65817306996003
"194",3.8612976947302,3.49645782261058
"195",4.15928253801097,4.91527501398413
"196",3.11817770152838,4.5936297303801
"197",2.72463184593587,4.56179782565209
"198",4.01453278560615,2.99143354110067
"199",1.88940022743451,0.621707870409339
"200",4.72697201464451,5.12506223009193
"201",4.28439074154456,2.70025506101596
"202",1.45057552177876,0.744468045235134
"203",6.49921887964733,7.5567488706702
"204",2.91056457628692,1.78943796804391
"205",5.64675676720004,3.79546054004916
"206",-0.836319057262384,-0.791659408341874
"207",6.64477025760129,5.35701399160556
"208",3.03634705375709,1.8108330510623
"209",3.10732368203193,3.29534451787219
"210",2.24963873581425,1.03074157267218
"211",2.79486292900301,2.65128733579149
"212",2.46623546381911,0.794234131242555
"213",-0.0862969294669056,0.62650299716939
"214",1.25825298820686,-0.169439115335331
"215",0.0829931566060945,-0.59046630661595
"216",3.32864715860276,4.46545689764206
"217",4.88239603075408,6.81925160136309
"218",-1.96520994475933,-2.26313317560677
"219",7.31002975735494,6.42451093844647
"220",1.79846542967209,2.40633920501908
"221",7.1045146068494,5.78398869487832
"222",-1.10868250181566,-1.63556489567756
"223",4.42533083712336,5.63610442638521
"224",3.675078080072,2.58001130391945
"225",2.98846517346168,2.35283009152906
"226",1.38116605130754,2.74367412261869
"227",1.45580922483927,3.70301941842262
"228",1.0647919753947,-0.128096774180035
"229",-0.299580331270299,0.0719086568168545
"230",-1.69501875929803,-1.93624968424426
"231",2.0034979462093,2.17731995357405
"232",2.71087075764956,3.2669867347034
"233",4.02869141653319,4.02778917530595
"234",1.75146293860687,2.40683039360506
"235",6.7702705193539,8.1557576474957
"236",3.03915304469648,4.83879351108172
"237",7.09323179063826,6.75996483264258
"238",5.09975638094451,6.91219416999071
"239",-1.80768042161149,-2.51164581201549
"240",-0.96479452073128,-1.61676047043417
"241",-2.21475827063429,-4.33199832337798
"242",5.2425709144489,6.64093858579585
"243",1.29875511386641,0.603960905532144
"244",4.6306648669291,5.64908155944959
"245",1.5898678600111,1.2058727878663
"246",-1.30392753024622,-1.62075742384583
"247",1.95470619866003,0.448465679350888
"248",0.613738224352422,1.60963032955537
"249",0.747123050528894,1.68187389979549
"250",1.08071060618351,0.530508959511402
"251",2.46780400990367,2.82010337926133
"252",-1.36887274722823,-0.957186771149486
"253",5.14577831153135,6.30518667202052
"254",3.65548950942815,4.37215532044729
"255",4.06951262856413,5.55861703703232
"256",5.7662635335885,7.24037391823568
"257",1.37483998618101,-0.308642064142583
"258",5.87815430133222,6.44535322444818
"259",3.78349735426873,4.1813514235639
"260",2.61740054868231,2.50065856464754
"261",-0.467680992700168,-0.833094268968905
"262",1.80400115192609,3.42926791982968
"263",0.889554633569929,0.759547481517048
"264",-4.2359048681972,-5.86371839160049
"265",-0.333009564036024,-0.66620367495933
"266",4.45147395196043,4.40772340727444
"267",3.52515357702808,3.62339820433838
"268",-1.13994049528543,-1.40670326804205
"269",0.887020469099427,-0.0410035864768329
"270",0.968946228192894,2.93512569331397
"271",0.612517227749608,-1.32641125408752
"272",2.17911230388351,1.79428479237557
"273",3.45607342280124,5.08316507308766
"274",5.14227032458083,6.75705400152725
"275",6.09647986729402,4.18885886281719
"276",7.95162262400089,7.1692920003574
"277",4.71654565831435,5.62066161864677
"278",3.30355417992968,2.24113817042839
"279",3.93209866255685,3.02378831317796
"280",1.80655853838584,3.47104811982407
"281",2.47535558481238,3.54239202835091
"282",3.01128690032956,1.76636178689216
"283",6.6221167643796,5.01975368784127
"284",3.53134286237362,4.40302733819208
"285",1.90114385491092,2.05823568331318
"286",4.40441862714016,4.18557151567292
"287",-0.756586964573404,-0.0549015324310033
"288",0.347485666696477,0.851620556435794
"289",1.67335307611631,1.80504091671396
"290",2.08496263947332,3.1713909426318
"291",3.70838393087178,3.11670814233632
"292",4.17775059564373,5.93970629627384
"293",2.54161861738307,3.70186997516573
"294",3.38860586383469,3.56343887695408
"295",1.06310728841353,1.54791006403433
"296",2.32252498713712,1.72161890601165
"297",6.86126889149145,6.55236964661276
"298",-2.56593799756357,-3.30061765054802
"299",2.30324668159454,2.03528869483686
"300",3.66811742454243,3.83353060973808
"301",4.15410323362633,4.60328231813579
"302",3.28013379612923,6.26004989846178
"303",0.939148378522411,2.00774866958632
"304",4.14795732306387,3.08861393086552
"305",-1.79349990440403,-1.48138800488179
"306",2.98031800802676,5.31536788547269
"307",2.49142659135811,4.00754494538788
"308",1.86355727412744,1.65482539408965
"309",1.2132492195786,2.72441993031501
"310",3.48564034252173,3.68949256996159
"311",-1.13537359399476,-0.0132992887506671
"312",-0.177773317120645,-1.44545802615745
"313",0.0991586207629388,1.32789858409526
"314",4.24879115576344,1.92170163700201
"315",3.06497542935904,2.45242489873659
"316",2.05100366656284,-0.107832973520589
"317",3.83512194808966,3.96971129351807
"318",5.44223711421724,6.15108778560464
"319",0.255677226087505,-1.51652099108839
"320",4.99238153377296,3.20925210800565
"321",8.48814114749384,11.2558759179469
"322",3.91123491292591,5.57699629726433
"323",1.78481742152967,0.310265038895354
"324",0.907754055968306,1.15385477918348
"325",2.73209204773176,3.58030141458318
"326",4.23351152312702,3.85557290836109
"327",3.61495779922775,4.97749471115904
"328",3.88225247224586,3.0365918168013
"329",1.24086017208464,0.567047731553286
"330",2.23823560196567,2.18152275341058
"331",5.58306032790379,5.41597731730638
"332",5.72920695097025,8.42112545132864
"333",7.3805604675464,6.05693123926265
"334",-3.15781229407843,-4.81395040551449
"335",7.15318152180745,7.65863328686901
"336",4.50071050019963,2.56890789198836
"337",-0.395720943220826,-0.341200598117441
"338",1.81268423523725,1.84243818094841
"339",5.04770738019947,4.39574815643901
"340",-3.53928342332523,-4.93921289537715
"341",2.4984474520108,3.72485793917741
"342",3.09383797276467,1.07110387902832
"343",3.60594696902209,4.35357951362753
"344",-2.43804084084152,-1.93154961058067
"345",4.49049583385148,4.74117160086707
"346",3.71486895556552,4.94269005397147
"347",4.13523241671048,4.62581713134346
"348",3.8306355277859,3.09251651432595
"349",-0.618814289511187,-1.71195401042972
"350",2.35498022772256,3.46103064447841
